participant_code,condition_code,condition_name,condition_hz,condition_type,stimulus_type,trialn,png_filename
P360,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241704__sessionTime_202510241500__participant_P360__trialN_16__trialT_6__fileType_cropped.png
P365,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241704__sessionTime_202510241500__participant_P365__trialN_16__trialT_6__fileType_cropped.png
P361,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241705__sessionTime_202510241500__participant_P361__trialN_16__trialT_6__fileType_cropped.png
P363,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241705__sessionTime_202510241500__participant_P363__trialN_16__trialT_6__fileType_cropped.png
P364,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241705__sessionTime_202510241500__participant_P364__trialN_16__trialT_6__fileType_cropped.png
P360,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241708__sessionTime_202510241500__participant_P360__trialN_17__trialT_5__fileType_cropped.png
P365,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241708__sessionTime_202510241500__participant_P365__trialN_17__trialT_5__fileType_cropped.png
P359,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241709__sessionTime_202510241500__participant_P359__trialN_17__trialT_5__fileType_cropped.png
P361,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241709__sessionTime_202510241500__participant_P361__trialN_17__trialT_5__fileType_cropped.png
P363,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241709__sessionTime_202510241500__participant_P363__trialN_17__trialT_5__fileType_cropped.png
P364,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241709__sessionTime_202510241500__participant_P364__trialN_17__trialT_5__fileType_cropped.png
P366,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241749__sessionTime_202510241700__participant_P366__trialN_2__trialT_2__fileType_cropped.png
P367,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241750__sessionTime_202510241700__participant_P367__trialN_2__trialT_2__fileType_cropped.png
P368,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241750__sessionTime_202510241700__participant_P368__trialN_2__trialT_2__fileType_cropped.png
P369,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241750__sessionTime_202510241700__participant_P369__trialN_2__trialT_2__fileType_cropped.png
P370,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241750__sessionTime_202510241700__participant_P370__trialN_2__trialT_2__fileType_cropped.png
P371,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241750__sessionTime_202510241700__participant_P371__trialN_2__trialT_2__fileType_cropped.png
P372,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,2,saveTime_2510241750__sessionTime_202510241700__participant_P372__trialN_2__trialT_2__fileType_cropped.png
P367,C00,,,VALIDATION,IMAGE,3,saveTime_2510241754__sessionTime_202510241700__participant_P367__trialN_3__trialT_C00__fileType_cropped.png
P366,C10,,,VALIDATION,IMAGE,3,saveTime_2510241754__sessionTime_202510241700__participant_P366__trialN_3__trialT_C10__fileType_cropped.png
P369,C12,,,VALIDATION,IMAGE,3,saveTime_2510241754__sessionTime_202510241700__participant_P369__trialN_3__trialT_C12__fileType_cropped.png
P370,C01,,,VALIDATION,IMAGE,3,saveTime_2510241754__sessionTime_202510241700__participant_P370__trialN_3__trialT_C01__fileType_cropped.png
P371,C02,,,VALIDATION,IMAGE,3,saveTime_2510241754__sessionTime_202510241700__participant_P371__trialN_3__trialT_C02__fileType_cropped.png
P372,C14,,,VALIDATION,IMAGE,3,saveTime_2510241754__sessionTime_202510241700__participant_P372__trialN_3__trialT_C14__fileType_cropped.png
P367,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,4,saveTime_2510241759__sessionTime_202510241700__participant_P367__trialN_4__trialT_4__fileType_cropped.png
P368,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,4,saveTime_2510241759__sessionTime_202510241700__participant_P368__trialN_4__trialT_4__fileType_cropped.png
P366,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,4,saveTime_2510241759__sessionTime_202510241700__participant_P366__trialN_4__trialT_4__fileType_cropped.png
P370,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,4,saveTime_2510241759__sessionTime_202510241700__participant_P370__trialN_4__trialT_4__fileType_cropped.png
P372,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,4,saveTime_2510241759__sessionTime_202510241700__participant_P372__trialN_4__trialT_4__fileType_cropped.png
P369,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,4,saveTime_2510241800__sessionTime_202510241700__participant_P369__trialN_4__trialT_4__fileType_cropped.png
P371,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,4,saveTime_2510241800__sessionTime_202510241700__participant_P371__trialN_4__trialT_4__fileType_cropped.png
P370,B06,,,VALIDATION,IMAGE,5,saveTime_2510241802__sessionTime_202510241700__participant_P370__trialN_5__trialT_B06__fileType_cropped.png
P367,B03,,,VALIDATION,IMAGE,5,saveTime_2510241803__sessionTime_202510241700__participant_P367__trialN_5__trialT_B03__fileType_cropped.png
P368,B10,,,VALIDATION,IMAGE,5,saveTime_2510241803__sessionTime_202510241700__participant_P368__trialN_5__trialT_B10__fileType_cropped.png
P366,B01,,,VALIDATION,IMAGE,5,saveTime_2510241803__sessionTime_202510241700__participant_P366__trialN_5__trialT_B01__fileType_cropped.png
P369,B01,,,VALIDATION,IMAGE,5,saveTime_2510241803__sessionTime_202510241700__participant_P369__trialN_5__trialT_B01__fileType_cropped.png
P371,B08,,,VALIDATION,IMAGE,5,saveTime_2510241803__sessionTime_202510241700__participant_P371__trialN_5__trialT_B08__fileType_cropped.png
P372,B07,,,VALIDATION,IMAGE,5,saveTime_2510241803__sessionTime_202510241700__participant_P372__trialN_5__trialT_B07__fileType_cropped.png
P368,C00,,,VALIDATION,IMAGE,1,saveTime_2510241808__sessionTime_202510241700__participant_P368__trialN_1__trialT_C00__fileType_cropped.png
P367,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241815__sessionTime_202510241700__participant_P367__trialN_6__trialT_5__fileType_cropped.png
P368,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241815__sessionTime_202510241700__participant_P368__trialN_6__trialT_5__fileType_cropped.png
P366,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241815__sessionTime_202510241700__participant_P366__trialN_6__trialT_5__fileType_cropped.png
P372,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241815__sessionTime_202510241700__participant_P372__trialN_6__trialT_5__fileType_cropped.png
P369,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241816__sessionTime_202510241700__participant_P369__trialN_6__trialT_5__fileType_cropped.png
P370,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241816__sessionTime_202510241700__participant_P370__trialN_6__trialT_5__fileType_cropped.png
P371,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241816__sessionTime_202510241700__participant_P371__trialN_6__trialT_5__fileType_cropped.png
P368,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241819__sessionTime_202510241700__participant_P368__trialN_7__trialT_5__fileType_cropped.png
P366,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241819__sessionTime_202510241700__participant_P366__trialN_7__trialT_5__fileType_cropped.png
P369,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241819__sessionTime_202510241700__participant_P369__trialN_7__trialT_5__fileType_cropped.png
P372,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241819__sessionTime_202510241700__participant_P372__trialN_7__trialT_5__fileType_cropped.png
P367,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241820__sessionTime_202510241700__participant_P367__trialN_7__trialT_5__fileType_cropped.png
P370,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241820__sessionTime_202510241700__participant_P370__trialN_7__trialT_5__fileType_cropped.png
P371,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241820__sessionTime_202510241700__participant_P371__trialN_7__trialT_5__fileType_cropped.png
P367,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241823__sessionTime_202510241700__participant_P367__trialN_8__trialT_2__fileType_cropped.png
P368,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241823__sessionTime_202510241700__participant_P368__trialN_8__trialT_2__fileType_cropped.png
P366,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241823__sessionTime_202510241700__participant_P366__trialN_8__trialT_2__fileType_cropped.png
P369,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241823__sessionTime_202510241700__participant_P369__trialN_8__trialT_2__fileType_cropped.png
P371,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241823__sessionTime_202510241700__participant_P371__trialN_8__trialT_2__fileType_cropped.png
P372,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241823__sessionTime_202510241700__participant_P372__trialN_8__trialT_2__fileType_cropped.png
P370,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,8,saveTime_2510241824__sessionTime_202510241700__participant_P370__trialN_8__trialT_2__fileType_cropped.png
P368,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241826__sessionTime_202510241700__participant_P368__trialN_9__trialT_6__fileType_cropped.png
P370,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241826__sessionTime_202510241700__participant_P370__trialN_9__trialT_6__fileType_cropped.png
P367,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241827__sessionTime_202510241700__participant_P367__trialN_9__trialT_6__fileType_cropped.png
P366,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241827__sessionTime_202510241700__participant_P366__trialN_9__trialT_6__fileType_cropped.png
P372,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241827__sessionTime_202510241700__participant_P372__trialN_9__trialT_6__fileType_cropped.png
P369,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241828__sessionTime_202510241700__participant_P369__trialN_9__trialT_6__fileType_cropped.png
P371,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241828__sessionTime_202510241700__participant_P371__trialN_9__trialT_6__fileType_cropped.png
P367,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,10,saveTime_2510241831__sessionTime_202510241700__participant_P367__trialN_10__trialT_1__fileType_cropped.png
P368,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,10,saveTime_2510241831__sessionTime_202510241700__participant_P368__trialN_10__trialT_1__fileType_cropped.png
P366,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,10,saveTime_2510241831__sessionTime_202510241700__participant_P366__trialN_10__trialT_1__fileType_cropped.png
P369,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,10,saveTime_2510241831__sessionTime_202510241700__participant_P369__trialN_10__trialT_1__fileType_cropped.png
P370,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,10,saveTime_2510241831__sessionTime_202510241700__participant_P370__trialN_10__trialT_1__fileType_cropped.png
P371,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,10,saveTime_2510241831__sessionTime_202510241700__participant_P371__trialN_10__trialT_1__fileType_cropped.png
P372,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,10,saveTime_2510241832__sessionTime_202510241700__participant_P372__trialN_10__trialT_1__fileType_cropped.png
P368,7,80 Hz,80.0,CONTROL,LIGHT,11,saveTime_2510241834__sessionTime_202510241700__participant_P368__trialN_11__trialT_7__fileType_cropped.png
P370,7,80 Hz,80.0,CONTROL,LIGHT,11,saveTime_2510241834__sessionTime_202510241700__participant_P370__trialN_11__trialT_7__fileType_cropped.png
P371,7,80 Hz,80.0,CONTROL,LIGHT,11,saveTime_2510241834__sessionTime_202510241700__participant_P371__trialN_11__trialT_7__fileType_cropped.png
P367,7,80 Hz,80.0,CONTROL,LIGHT,11,saveTime_2510241835__sessionTime_202510241700__participant_P367__trialN_11__trialT_7__fileType_cropped.png
P366,7,80 Hz,80.0,CONTROL,LIGHT,11,saveTime_2510241835__sessionTime_202510241700__participant_P366__trialN_11__trialT_7__fileType_cropped.png
P369,7,80 Hz,80.0,CONTROL,LIGHT,11,saveTime_2510241835__sessionTime_202510241700__participant_P369__trialN_11__trialT_7__fileType_cropped.png
P372,7,80 Hz,80.0,CONTROL,LIGHT,11,saveTime_2510241835__sessionTime_202510241700__participant_P372__trialN_11__trialT_7__fileType_cropped.png
P367,A05,,,VALIDATION,IMAGE,12,saveTime_2510241845__sessionTime_202510241700__participant_P367__trialN_12__trialT_A05__fileType_cropped.png
P368,A06,,,VALIDATION,IMAGE,12,saveTime_2510241845__sessionTime_202510241700__participant_P368__trialN_12__trialT_A06__fileType_cropped.png
P370,A08,,,VALIDATION,IMAGE,12,saveTime_2510241845__sessionTime_202510241700__participant_P370__trialN_12__trialT_A08__fileType_cropped.png
P369,A01,,,VALIDATION,IMAGE,12,saveTime_2510241846__sessionTime_202510241700__participant_P369__trialN_12__trialT_A01__fileType_cropped.png
P371,A03,,,VALIDATION,IMAGE,12,saveTime_2510241846__sessionTime_202510241700__participant_P371__trialN_12__trialT_A03__fileType_cropped.png
P372,A08,,,VALIDATION,IMAGE,12,saveTime_2510241846__sessionTime_202510241700__participant_P372__trialN_12__trialT_A08__fileType_cropped.png
P370,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241849__sessionTime_202510241700__participant_P370__trialN_13__trialT_6__fileType_cropped.png
P367,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241850__sessionTime_202510241700__participant_P367__trialN_13__trialT_6__fileType_cropped.png
P368,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241850__sessionTime_202510241700__participant_P368__trialN_13__trialT_6__fileType_cropped.png
P366,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,12,saveTime_2510241850__sessionTime_202510241700__participant_P366__trialN_12__trialT_6__fileType_cropped.png
P371,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241850__sessionTime_202510241700__participant_P371__trialN_13__trialT_6__fileType_cropped.png
P372,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241850__sessionTime_202510241700__participant_P372__trialN_13__trialT_6__fileType_cropped.png
P369,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241851__sessionTime_202510241700__participant_P369__trialN_13__trialT_6__fileType_cropped.png
P367,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241854__sessionTime_202510241700__participant_P367__trialN_14__trialT_3__fileType_cropped.png
P368,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241854__sessionTime_202510241700__participant_P368__trialN_14__trialT_3__fileType_cropped.png
P366,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241854__sessionTime_202510241700__participant_P366__trialN_13__trialT_3__fileType_cropped.png
P369,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241854__sessionTime_202510241700__participant_P369__trialN_14__trialT_3__fileType_cropped.png
P372,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241854__sessionTime_202510241700__participant_P372__trialN_14__trialT_3__fileType_cropped.png
P370,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241855__sessionTime_202510241700__participant_P370__trialN_14__trialT_3__fileType_cropped.png
P371,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241855__sessionTime_202510241700__participant_P371__trialN_14__trialT_3__fileType_cropped.png
P368,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,15,saveTime_2510241857__sessionTime_202510241700__participant_P368__trialN_15__trialT_1__fileType_cropped.png
P370,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,15,saveTime_2510241857__sessionTime_202510241700__participant_P370__trialN_15__trialT_1__fileType_cropped.png
P367,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,15,saveTime_2510241858__sessionTime_202510241700__participant_P367__trialN_15__trialT_1__fileType_cropped.png
P366,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,14,saveTime_2510241858__sessionTime_202510241700__participant_P366__trialN_14__trialT_1__fileType_cropped.png
P369,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,15,saveTime_2510241858__sessionTime_202510241700__participant_P369__trialN_15__trialT_1__fileType_cropped.png
P371,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,15,saveTime_2510241858__sessionTime_202510241700__participant_P371__trialN_15__trialT_1__fileType_cropped.png
P372,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,15,saveTime_2510241858__sessionTime_202510241700__participant_P372__trialN_15__trialT_1__fileType_cropped.png
P367,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241901__sessionTime_202510241700__participant_P367__trialN_16__trialT_4__fileType_cropped.png
P369,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241902__sessionTime_202510241700__participant_P369__trialN_16__trialT_4__fileType_cropped.png
P370,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241902__sessionTime_202510241700__participant_P370__trialN_16__trialT_4__fileType_cropped.png
P372,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241902__sessionTime_202510241700__participant_P372__trialN_16__trialT_4__fileType_cropped.png
P368,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241903__sessionTime_202510241700__participant_P368__trialN_16__trialT_4__fileType_cropped.png
P366,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,15,saveTime_2510241903__sessionTime_202510241700__participant_P366__trialN_15__trialT_4__fileType_cropped.png
P371,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241903__sessionTime_202510241700__participant_P371__trialN_16__trialT_4__fileType_cropped.png
P367,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241905__sessionTime_202510241700__participant_P367__trialN_17__trialT_3__fileType_cropped.png
P368,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241906__sessionTime_202510241700__participant_P368__trialN_17__trialT_3__fileType_cropped.png
P370,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241906__sessionTime_202510241700__participant_P370__trialN_17__trialT_3__fileType_cropped.png
P371,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241906__sessionTime_202510241700__participant_P371__trialN_17__trialT_3__fileType_cropped.png
P372,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241906__sessionTime_202510241700__participant_P372__trialN_17__trialT_3__fileType_cropped.png
P366,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241907__sessionTime_202510241700__participant_P366__trialN_16__trialT_3__fileType_cropped.png
P369,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241907__sessionTime_202510241700__participant_P369__trialN_17__trialT_3__fileType_cropped.png
P366,A14,,,VALIDATION,IMAGE,17,saveTime_2510241909__sessionTime_202510241700__participant_P366__trialN_17__trialT_A14__fileType_cropped.png
P373,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251253__sessionTime_202510251200__participant_P373__trialN_2__trialT_5__fileType_cropped.png
P374,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251253__sessionTime_202510251200__participant_P374__trialN_2__trialT_5__fileType_cropped.png
P375,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251253__sessionTime_202510251200__participant_P375__trialN_2__trialT_5__fileType_cropped.png
P376,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251254__sessionTime_202510251200__participant_P376__trialN_2__trialT_5__fileType_cropped.png
P377,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,2,saveTime_2510251254__sessionTime_202510251200__participant_P377__trialN_2__trialT_5__fileType_cropped.png
P373,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251257__sessionTime_202510251200__participant_P373__trialN_3__trialT_6__fileType_cropped.png
P374,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251257__sessionTime_202510251200__participant_P374__trialN_3__trialT_6__fileType_cropped.png
P375,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251257__sessionTime_202510251200__participant_P375__trialN_3__trialT_6__fileType_cropped.png
P376,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251258__sessionTime_202510251200__participant_P376__trialN_3__trialT_6__fileType_cropped.png
P377,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,3,saveTime_2510251258__sessionTime_202510251200__participant_P377__trialN_3__trialT_6__fileType_cropped.png
P373,C13,,,VALIDATION,IMAGE,4,saveTime_2510251301__sessionTime_202510251200__participant_P373__trialN_4__trialT_C13__fileType_cropped.png
P374,C03,,,VALIDATION,IMAGE,4,saveTime_2510251301__sessionTime_202510251200__participant_P374__trialN_4__trialT_C03__fileType_cropped.png
P375,C01,,,VALIDATION,IMAGE,4,saveTime_2510251301__sessionTime_202510251200__participant_P375__trialN_4__trialT_C01__fileType_cropped.png
P376,C02,,,VALIDATION,IMAGE,4,saveTime_2510251302__sessionTime_202510251200__participant_P376__trialN_4__trialT_C02__fileType_cropped.png
P377,C10,,,VALIDATION,IMAGE,4,saveTime_2510251302__sessionTime_202510251200__participant_P377__trialN_4__trialT_C10__fileType_cropped.png
P373,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251305__sessionTime_202510251200__participant_P373__trialN_5__trialT_3__fileType_cropped.png
P377,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,5,saveTime_2510251305__sessionTime_202510251200__participant_P377__trialN_5__trialT_3__fileType_cropped.png
