participant_code,condition_code,condition_name,condition_hz,condition_type,stimulus_type,trialn,png_filename
P357,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,5,saveTime_2510241402__sessionTime_202510241300__participant_P357__trialN_5__trialT_3__fileType_cropped.png
P354,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,5,saveTime_2510241402__sessionTime_202510241300__participant_P354__trialN_5__trialT_3__fileType_cropped.png
P355,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,5,saveTime_2510241402__sessionTime_202510241300__participant_P355__trialN_5__trialT_3__fileType_cropped.png
P358,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,5,saveTime_2510241403__sessionTime_202510241300__participant_P358__trialN_5__trialT_3__fileType_cropped.png
P352,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241411__sessionTime_202510241300__participant_P352__trialN_6__trialT_6__fileType_cropped.png
P353,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241412__sessionTime_202510241300__participant_P353__trialN_6__trialT_6__fileType_cropped.png
P354,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241412__sessionTime_202510241300__participant_P354__trialN_6__trialT_6__fileType_cropped.png
P356,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241413__sessionTime_202510241300__participant_P356__trialN_6__trialT_6__fileType_cropped.png
P357,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241413__sessionTime_202510241300__participant_P357__trialN_6__trialT_6__fileType_cropped.png
P358,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241413__sessionTime_202510241300__participant_P358__trialN_6__trialT_6__fileType_cropped.png
P355,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241413__sessionTime_202510241300__participant_P355__trialN_6__trialT_6__fileType_cropped.png
P356,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,7,saveTime_2510241416__sessionTime_202510241300__participant_P356__trialN_7__trialT_1__fileType_cropped.png
P352,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,7,saveTime_2510241416__sessionTime_202510241300__participant_P352__trialN_7__trialT_1__fileType_cropped.png
P353,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,7,saveTime_2510241416__sessionTime_202510241300__participant_P353__trialN_7__trialT_1__fileType_cropped.png
P357,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,7,saveTime_2510241416__sessionTime_202510241300__participant_P357__trialN_7__trialT_1__fileType_cropped.png
P354,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,7,saveTime_2510241416__sessionTime_202510241300__participant_P354__trialN_7__trialT_1__fileType_cropped.png
P358,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,7,saveTime_2510241417__sessionTime_202510241300__participant_P358__trialN_7__trialT_1__fileType_cropped.png
P355,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,7,saveTime_2510241417__sessionTime_202510241300__participant_P355__trialN_7__trialT_1__fileType_cropped.png
P352,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241419__sessionTime_202510241300__participant_P352__trialN_8__trialT_1__fileType_cropped.png
P355,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241419__sessionTime_202510241300__participant_P355__trialN_8__trialT_1__fileType_cropped.png
P356,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241420__sessionTime_202510241300__participant_P356__trialN_8__trialT_1__fileType_cropped.png
P353,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241420__sessionTime_202510241300__participant_P353__trialN_8__trialT_1__fileType_cropped.png
P354,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241420__sessionTime_202510241300__participant_P354__trialN_8__trialT_1__fileType_cropped.png
P357,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241421__sessionTime_202510241300__participant_P357__trialN_8__trialT_1__fileType_cropped.png
P352,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241422__sessionTime_202510241300__participant_P352__trialN_9__trialT_6__fileType_cropped.png
P355,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241423__sessionTime_202510241300__participant_P355__trialN_9__trialT_6__fileType_cropped.png
P356,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241424__sessionTime_202510241300__participant_P356__trialN_9__trialT_6__fileType_cropped.png
P357,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241424__sessionTime_202510241300__participant_P357__trialN_9__trialT_6__fileType_cropped.png
P354,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241424__sessionTime_202510241300__participant_P354__trialN_9__trialT_6__fileType_cropped.png
P353,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241430__sessionTime_202510241300__participant_P353__trialN_9__trialT_6__fileType_cropped.png
P358,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241430__sessionTime_202510241300__participant_P358__trialN_8__trialT_1__fileType_cropped.png
P358,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,9,saveTime_2510241430__sessionTime_202510241300__participant_P358__trialN_9__trialT_6__fileType_cropped.png
P352,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241440__sessionTime_202510241300__participant_P352__trialN_10__trialT_3__fileType_cropped.png
P356,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241442__sessionTime_202510241300__participant_P356__trialN_10__trialT_3__fileType_cropped.png
P353,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241442__sessionTime_202510241300__participant_P353__trialN_10__trialT_3__fileType_cropped.png
P354,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241442__sessionTime_202510241300__participant_P354__trialN_10__trialT_3__fileType_cropped.png
P355,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241442__sessionTime_202510241300__participant_P355__trialN_10__trialT_3__fileType_cropped.png
P357,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241443__sessionTime_202510241300__participant_P357__trialN_10__trialT_3__fileType_cropped.png
P358,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241443__sessionTime_202510241300__participant_P358__trialN_10__trialT_3__fileType_cropped.png
P355,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241444__sessionTime_202510241300__participant_P355__trialN_11__trialT_5__fileType_cropped.png
P352,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241445__sessionTime_202510241300__participant_P352__trialN_11__trialT_5__fileType_cropped.png
P356,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241446__sessionTime_202510241300__participant_P356__trialN_11__trialT_5__fileType_cropped.png
P353,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241446__sessionTime_202510241300__participant_P353__trialN_11__trialT_5__fileType_cropped.png
P357,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241446__sessionTime_202510241300__participant_P357__trialN_11__trialT_5__fileType_cropped.png
P358,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241446__sessionTime_202510241300__participant_P358__trialN_11__trialT_5__fileType_cropped.png
P354,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241446__sessionTime_202510241300__participant_P354__trialN_11__trialT_5__fileType_cropped.png
P352,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510241448__sessionTime_202510241300__participant_P352__trialN_12__trialT_7__fileType_cropped.png
P356,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510241450__sessionTime_202510241300__participant_P356__trialN_12__trialT_7__fileType_cropped.png
P353,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510241450__sessionTime_202510241300__participant_P353__trialN_12__trialT_7__fileType_cropped.png
P357,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510241450__sessionTime_202510241300__participant_P357__trialN_12__trialT_7__fileType_cropped.png
P354,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510241450__sessionTime_202510241300__participant_P354__trialN_12__trialT_7__fileType_cropped.png
P355,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510241450__sessionTime_202510241300__participant_P355__trialN_12__trialT_7__fileType_cropped.png
P358,7,80 Hz,80.0,CONTROL,LIGHT,12,saveTime_2510241451__sessionTime_202510241300__participant_P358__trialN_12__trialT_7__fileType_cropped.png
P352,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241453__sessionTime_202510241300__participant_P352__trialN_13__trialT_2__fileType_cropped.png
P355,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241454__sessionTime_202510241300__participant_P355__trialN_13__trialT_2__fileType_cropped.png
P356,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241455__sessionTime_202510241300__participant_P356__trialN_13__trialT_2__fileType_cropped.png
P353,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241455__sessionTime_202510241300__participant_P353__trialN_13__trialT_2__fileType_cropped.png
P357,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241455__sessionTime_202510241300__participant_P357__trialN_13__trialT_2__fileType_cropped.png
P358,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241455__sessionTime_202510241300__participant_P358__trialN_13__trialT_2__fileType_cropped.png
P354,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241455__sessionTime_202510241300__participant_P354__trialN_13__trialT_2__fileType_cropped.png
P356,C03,,,VALIDATION,IMAGE,14,saveTime_2510241459__sessionTime_202510241300__participant_P356__trialN_14__trialT_C03__fileType_cropped.png
P352,C07,,,VALIDATION,IMAGE,14,saveTime_2510241459__sessionTime_202510241300__participant_P352__trialN_14__trialT_C07__fileType_cropped.png
P353,C11,,,VALIDATION,IMAGE,14,saveTime_2510241459__sessionTime_202510241300__participant_P353__trialN_14__trialT_C11__fileType_cropped.png
P357,C11,,,VALIDATION,IMAGE,14,saveTime_2510241459__sessionTime_202510241300__participant_P357__trialN_14__trialT_C11__fileType_cropped.png
P358,C04,,,VALIDATION,IMAGE,14,saveTime_2510241459__sessionTime_202510241300__participant_P358__trialN_14__trialT_C04__fileType_cropped.png
P354,C06,,,VALIDATION,IMAGE,14,saveTime_2510241459__sessionTime_202510241300__participant_P354__trialN_14__trialT_C06__fileType_cropped.png
P355,C01,,,VALIDATION,IMAGE,14,saveTime_2510241459__sessionTime_202510241300__participant_P355__trialN_14__trialT_C01__fileType_cropped.png
P357,B10,,,VALIDATION,IMAGE,15,saveTime_2510241501__sessionTime_202510241300__participant_P357__trialN_15__trialT_B10__fileType_cropped.png
P352,B10,,,VALIDATION,IMAGE,15,saveTime_2510241502__sessionTime_202510241300__participant_P352__trialN_15__trialT_B10__fileType_cropped.png
P353,B05,,,VALIDATION,IMAGE,15,saveTime_2510241502__sessionTime_202510241300__participant_P353__trialN_15__trialT_B05__fileType_cropped.png
P354,B12,,,VALIDATION,IMAGE,15,saveTime_2510241502__sessionTime_202510241300__participant_P354__trialN_15__trialT_B12__fileType_cropped.png
P355,B06,,,VALIDATION,IMAGE,15,saveTime_2510241502__sessionTime_202510241300__participant_P355__trialN_15__trialT_B06__fileType_cropped.png
P356,B13,,,VALIDATION,IMAGE,15,saveTime_2510241503__sessionTime_202510241300__participant_P356__trialN_15__trialT_B13__fileType_cropped.png
P358,B05,,,VALIDATION,IMAGE,15,saveTime_2510241503__sessionTime_202510241300__participant_P358__trialN_15__trialT_B05__fileType_cropped.png
P357,A13,,,VALIDATION,IMAGE,16,saveTime_2510241504__sessionTime_202510241300__participant_P357__trialN_16__trialT_A13__fileType_cropped.png
P356,A13,,,VALIDATION,IMAGE,16,saveTime_2510241505__sessionTime_202510241300__participant_P356__trialN_16__trialT_A13__fileType_cropped.png
P352,A06,,,VALIDATION,IMAGE,16,saveTime_2510241505__sessionTime_202510241300__participant_P352__trialN_16__trialT_A06__fileType_cropped.png
P354,A10,,,VALIDATION,IMAGE,16,saveTime_2510241506__sessionTime_202510241300__participant_P354__trialN_16__trialT_A10__fileType_cropped.png
P355,A11,,,VALIDATION,IMAGE,16,saveTime_2510241506__sessionTime_202510241300__participant_P355__trialN_16__trialT_A11__fileType_cropped.png
P353,A09,,,VALIDATION,IMAGE,16,saveTime_2510241507__sessionTime_202510241300__participant_P353__trialN_16__trialT_A09__fileType_cropped.png
P358,A00,,,VALIDATION,IMAGE,16,saveTime_2510241507__sessionTime_202510241300__participant_P358__trialN_16__trialT_A00__fileType_cropped.png
P356,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241510__sessionTime_202510241300__participant_P356__trialN_17__trialT_2__fileType_cropped.png
P352,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241510__sessionTime_202510241300__participant_P352__trialN_17__trialT_2__fileType_cropped.png
P353,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241510__sessionTime_202510241300__participant_P353__trialN_17__trialT_2__fileType_cropped.png
P357,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241510__sessionTime_202510241300__participant_P357__trialN_17__trialT_2__fileType_cropped.png
P354,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241510__sessionTime_202510241300__participant_P354__trialN_17__trialT_2__fileType_cropped.png
P358,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241511__sessionTime_202510241300__participant_P358__trialN_17__trialT_2__fileType_cropped.png
P355,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,17,saveTime_2510241511__sessionTime_202510241300__participant_P355__trialN_17__trialT_2__fileType_cropped.png
P359,C00,,,VALIDATION,IMAGE,2,saveTime_2510241550__sessionTime_202510241500__participant_P359__trialN_2__trialT_C00__fileType_cropped.png
P360,C04,,,VALIDATION,IMAGE,2,saveTime_2510241550__sessionTime_202510241500__participant_P360__trialN_2__trialT_C04__fileType_cropped.png
P361,C03,,,VALIDATION,IMAGE,2,saveTime_2510241550__sessionTime_202510241500__participant_P361__trialN_2__trialT_C03__fileType_cropped.png
P363,C07,,,VALIDATION,IMAGE,2,saveTime_2510241550__sessionTime_202510241500__participant_P363__trialN_2__trialT_C07__fileType_cropped.png
P364,C09,,,VALIDATION,IMAGE,2,saveTime_2510241550__sessionTime_202510241500__participant_P364__trialN_2__trialT_C09__fileType_cropped.png
P365,C04,,,VALIDATION,IMAGE,2,saveTime_2510241550__sessionTime_202510241500__participant_P365__trialN_2__trialT_C04__fileType_cropped.png
P359,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241554__sessionTime_202510241500__participant_P359__trialN_3__trialT_4__fileType_cropped.png
P360,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241554__sessionTime_202510241500__participant_P360__trialN_3__trialT_4__fileType_cropped.png
P361,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241554__sessionTime_202510241500__participant_P361__trialN_3__trialT_4__fileType_cropped.png
P363,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241554__sessionTime_202510241500__participant_P363__trialN_3__trialT_4__fileType_cropped.png
P364,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241554__sessionTime_202510241500__participant_P364__trialN_3__trialT_4__fileType_cropped.png
P365,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,3,saveTime_2510241554__sessionTime_202510241500__participant_P365__trialN_3__trialT_4__fileType_cropped.png
P360,7,80 Hz,80.0,CONTROL,LIGHT,4,saveTime_2510241557__sessionTime_202510241500__participant_P360__trialN_4__trialT_7__fileType_cropped.png
P361,7,80 Hz,80.0,CONTROL,LIGHT,4,saveTime_2510241557__sessionTime_202510241500__participant_P361__trialN_4__trialT_7__fileType_cropped.png
P359,7,80 Hz,80.0,CONTROL,LIGHT,4,saveTime_2510241558__sessionTime_202510241500__participant_P359__trialN_4__trialT_7__fileType_cropped.png
P363,7,80 Hz,80.0,CONTROL,LIGHT,4,saveTime_2510241558__sessionTime_202510241500__participant_P363__trialN_4__trialT_7__fileType_cropped.png
P364,7,80 Hz,80.0,CONTROL,LIGHT,4,saveTime_2510241558__sessionTime_202510241500__participant_P364__trialN_4__trialT_7__fileType_cropped.png
P365,7,80 Hz,80.0,CONTROL,LIGHT,4,saveTime_2510241558__sessionTime_202510241500__participant_P365__trialN_4__trialT_7__fileType_cropped.png
P361,B01,,,VALIDATION,IMAGE,5,saveTime_2510241601__sessionTime_202510241500__participant_P361__trialN_5__trialT_B01__fileType_cropped.png
P365,B04,,,VALIDATION,IMAGE,5,saveTime_2510241601__sessionTime_202510241500__participant_P365__trialN_5__trialT_B04__fileType_cropped.png
P359,B07,,,VALIDATION,IMAGE,5,saveTime_2510241602__sessionTime_202510241500__participant_P359__trialN_5__trialT_B07__fileType_cropped.png
P360,B06,,,VALIDATION,IMAGE,5,saveTime_2510241602__sessionTime_202510241500__participant_P360__trialN_5__trialT_B06__fileType_cropped.png
P363,B03,,,VALIDATION,IMAGE,5,saveTime_2510241602__sessionTime_202510241500__participant_P363__trialN_5__trialT_B03__fileType_cropped.png
P364,B07,,,VALIDATION,IMAGE,5,saveTime_2510241602__sessionTime_202510241500__participant_P364__trialN_5__trialT_B07__fileType_cropped.png
P360,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241615__sessionTime_202510241500__participant_P360__trialN_6__trialT_5__fileType_cropped.png
P365,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241615__sessionTime_202510241500__participant_P365__trialN_6__trialT_5__fileType_cropped.png
P359,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241616__sessionTime_202510241500__participant_P359__trialN_6__trialT_5__fileType_cropped.png
P361,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241616__sessionTime_202510241500__participant_P361__trialN_6__trialT_5__fileType_cropped.png
P363,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241616__sessionTime_202510241500__participant_P363__trialN_6__trialT_5__fileType_cropped.png
P364,5,20 Hz,20.0,EXPERIMENTAL,LIGHT,6,saveTime_2510241616__sessionTime_202510241500__participant_P364__trialN_6__trialT_5__fileType_cropped.png
P360,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241619__sessionTime_202510241500__participant_P360__trialN_7__trialT_3__fileType_cropped.png
P365,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241619__sessionTime_202510241500__participant_P365__trialN_7__trialT_3__fileType_cropped.png
P359,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241620__sessionTime_202510241500__participant_P359__trialN_7__trialT_3__fileType_cropped.png
P361,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241620__sessionTime_202510241500__participant_P361__trialN_7__trialT_3__fileType_cropped.png
P363,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241620__sessionTime_202510241500__participant_P363__trialN_7__trialT_3__fileType_cropped.png
P364,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,7,saveTime_2510241620__sessionTime_202510241500__participant_P364__trialN_7__trialT_3__fileType_cropped.png
P359,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241624__sessionTime_202510241500__participant_P359__trialN_8__trialT_1__fileType_cropped.png
P360,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241624__sessionTime_202510241500__participant_P360__trialN_8__trialT_1__fileType_cropped.png
P361,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241624__sessionTime_202510241500__participant_P361__trialN_8__trialT_1__fileType_cropped.png
P365,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241624__sessionTime_202510241500__participant_P365__trialN_8__trialT_1__fileType_cropped.png
P363,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241625__sessionTime_202510241500__participant_P363__trialN_8__trialT_1__fileType_cropped.png
P364,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,8,saveTime_2510241625__sessionTime_202510241500__participant_P364__trialN_8__trialT_1__fileType_cropped.png
P359,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510241628__sessionTime_202510241500__participant_P359__trialN_9__trialT_1__fileType_cropped.png
P360,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510241628__sessionTime_202510241500__participant_P360__trialN_9__trialT_1__fileType_cropped.png
P361,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510241628__sessionTime_202510241500__participant_P361__trialN_9__trialT_1__fileType_cropped.png
P363,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510241628__sessionTime_202510241500__participant_P363__trialN_9__trialT_1__fileType_cropped.png
P365,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510241628__sessionTime_202510241500__participant_P365__trialN_9__trialT_1__fileType_cropped.png
P364,1,2.5 Hz,2.5,EXPERIMENTAL,LIGHT,9,saveTime_2510241629__sessionTime_202510241500__participant_P364__trialN_9__trialT_1__fileType_cropped.png
P359,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241632__sessionTime_202510241500__participant_P359__trialN_10__trialT_3__fileType_cropped.png
P360,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241632__sessionTime_202510241500__participant_P360__trialN_10__trialT_3__fileType_cropped.png
P363,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241632__sessionTime_202510241500__participant_P363__trialN_10__trialT_3__fileType_cropped.png
P365,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241632__sessionTime_202510241500__participant_P365__trialN_10__trialT_3__fileType_cropped.png
P361,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241633__sessionTime_202510241500__participant_P361__trialN_10__trialT_3__fileType_cropped.png
P364,3,10 Hz,10.0,EXPERIMENTAL,LIGHT,10,saveTime_2510241633__sessionTime_202510241500__participant_P364__trialN_10__trialT_3__fileType_cropped.png
P359,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241636__sessionTime_202510241500__participant_P359__trialN_11__trialT_2__fileType_cropped.png
P360,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241636__sessionTime_202510241500__participant_P360__trialN_11__trialT_2__fileType_cropped.png
P361,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241636__sessionTime_202510241500__participant_P361__trialN_11__trialT_2__fileType_cropped.png
P363,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241636__sessionTime_202510241500__participant_P363__trialN_11__trialT_2__fileType_cropped.png
P365,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241636__sessionTime_202510241500__participant_P365__trialN_11__trialT_2__fileType_cropped.png
P364,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,11,saveTime_2510241637__sessionTime_202510241500__participant_P364__trialN_11__trialT_2__fileType_cropped.png
P359,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,12,saveTime_2510241649__sessionTime_202510241500__participant_P359__trialN_12__trialT_2__fileType_cropped.png
P360,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,12,saveTime_2510241649__sessionTime_202510241500__participant_P360__trialN_12__trialT_2__fileType_cropped.png
P361,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,12,saveTime_2510241649__sessionTime_202510241500__participant_P361__trialN_12__trialT_2__fileType_cropped.png
P365,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,12,saveTime_2510241649__sessionTime_202510241500__participant_P365__trialN_12__trialT_2__fileType_cropped.png
P363,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,12,saveTime_2510241650__sessionTime_202510241500__participant_P363__trialN_12__trialT_2__fileType_cropped.png
P364,2,5 Hz,5.0,EXPERIMENTAL,LIGHT,12,saveTime_2510241650__sessionTime_202510241500__participant_P364__trialN_12__trialT_2__fileType_cropped.png
P359,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241653__sessionTime_202510241500__participant_P359__trialN_13__trialT_6__fileType_cropped.png
P360,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241653__sessionTime_202510241500__participant_P360__trialN_13__trialT_6__fileType_cropped.png
P361,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241653__sessionTime_202510241500__participant_P361__trialN_13__trialT_6__fileType_cropped.png
P363,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241653__sessionTime_202510241500__participant_P363__trialN_13__trialT_6__fileType_cropped.png
P365,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241653__sessionTime_202510241500__participant_P365__trialN_13__trialT_6__fileType_cropped.png
P364,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,13,saveTime_2510241654__sessionTime_202510241500__participant_P364__trialN_13__trialT_6__fileType_cropped.png
P360,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241656__sessionTime_202510241500__participant_P360__trialN_14__trialT_4__fileType_cropped.png
P359,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241657__sessionTime_202510241500__participant_P359__trialN_14__trialT_4__fileType_cropped.png
P361,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241657__sessionTime_202510241500__participant_P361__trialN_14__trialT_4__fileType_cropped.png
P363,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241657__sessionTime_202510241500__participant_P363__trialN_14__trialT_4__fileType_cropped.png
P364,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241657__sessionTime_202510241500__participant_P364__trialN_14__trialT_4__fileType_cropped.png
P365,4,15 Hz,15.0,EXPERIMENTAL,LIGHT,14,saveTime_2510241657__sessionTime_202510241500__participant_P365__trialN_14__trialT_4__fileType_cropped.png
P360,A02,,,VALIDATION,IMAGE,15,saveTime_2510241700__sessionTime_202510241500__participant_P360__trialN_15__trialT_A02__fileType_cropped.png
P365,A05,,,VALIDATION,IMAGE,15,saveTime_2510241700__sessionTime_202510241500__participant_P365__trialN_15__trialT_A05__fileType_cropped.png
P359,A14,,,VALIDATION,IMAGE,15,saveTime_2510241701__sessionTime_202510241500__participant_P359__trialN_15__trialT_A14__fileType_cropped.png
P361,A12,,,VALIDATION,IMAGE,15,saveTime_2510241701__sessionTime_202510241500__participant_P361__trialN_15__trialT_A12__fileType_cropped.png
P363,A06,,,VALIDATION,IMAGE,15,saveTime_2510241701__sessionTime_202510241500__participant_P363__trialN_15__trialT_A06__fileType_cropped.png
P364,A11,,,VALIDATION,IMAGE,15,saveTime_2510241701__sessionTime_202510241500__participant_P364__trialN_15__trialT_A11__fileType_cropped.png
P359,6,40 Hz,40.0,EXPERIMENTAL,LIGHT,16,saveTime_2510241704__sessionTime_202510241500__participant_P359__trialN_16__trialT_6__fileType_cropped.png
